u,ux,uy,uz,u2x,u2y,u2z,p,px,v,vx,vy,vz,v2x,v2y,v2z,py,vvx,vvy,vvz
,,,,,,,83529.90625,,1.1304564476013184,-7.319629192352295e-05,0.00028464972972869874,0.0005076493322849273,1.701533794403076e-07,2.8901100158691405e-07,-1.9481375813484193e-06,-0.35423828125,-8.274522014545483e-05,0.00032178412227978014,0.0005738754608020002
,,,,,,,83509.40625,,1.1931666135787964,-6.635427474975586e-05,0.0003487509489059448,0.0004721105098724365,2.7942657470703125e-08,3.5200119018554686e-07,-1.9630968570709227e-06,0.10552734375,-7.917170529964324e-05,0.000416117988688498,0.000563306498299454
,,,,,,,83572.1171875,,1.2699568271636963,-7.559269666671752e-05,0.0004142609238624573,0.0003914165496826172,-1.518428325653076e-08,3.030985593795776e-07,-1.9900381565093996e-06,0.41974609375,-9.59994612156123e-05,0.0005260934884862679,0.0004970821195342979
,,,,,,,83677.3046875,,1.3588709831237793,-5.9839785099029544e-05,0.00043974995613098143,0.0002812355756759644,2.7865171432495117e-09,-4.8208236694335935e-08,-2.0707130432128906e-06,-0.02966796875,-8.131454760743395e-05,0.0005975634552163456,0.00038216286320817976
,,,,,,,83560.25,,1.4458568096160889,-5.577594041824341e-05,0.00042258352041244505,0.00023071467876434326,-7.393956184387207e-09,-1.2345612049102783e-07,-2.4412035942077638e-06,-0.51111328125,-8.064402326645847e-05,0.0006109952606198731,0.00033358038936981416
,,,,,,,83472.859375,,1.5279043912887573,-5.37794828414917e-05,0.0004421505331993103,0.0002318143844604492,5.817413330078125e-09,3.191262483596802e-07,-1.8874645233154297e-06,-0.3375390625,-8.216990799475354e-05,0.0006755637412858917,0.0003541902159810206
,,,,,,,83425.234375,,1.622717022895813,-5.344480276107788e-05,0.0004949131608009338,0.0002345407009124756,-7.227063179016113e-09,2.0850002765655518e-07,-1.7738699913024902e-06,-0.08544921875,-8.672579122571022e-05,0.0008031040108868481,0.00038059318793258966
,,,,,,,83438.6796875,,1.7258696556091309,-2.930581569671631e-05,0.0004904276132583618,0.00022364556789398194,-2.7626752853393556e-08,-2.533555030822754e-07,-1.990026235580444e-06,0.26328125,-5.057801804383644e-05,0.0008464141359954169,0.0003859830992396951
,,,,,,,83530.546875,,1.8188880681991577,-9.101033210754394e-06,0.00045084148645401,0.00019500762224197387,-4.088282585144043e-08,-1.4250576496124267e-07,-1.7501622438430787e-06,0.2481640625,-1.6553760715325437e-05,0.000820030200360371,0.00035469703730381494
,,,,,,,83537.9453125,,1.9062062501907349,-2.224147319793701e-06,0.00042920082807540894,0.00017051875591278076,-4.782974720001221e-08,-7.390081882476806e-08,-2.268880605697632e-06,0.303125,-4.2396835223357245e-06,0.0008181453010643835,0.000325043918295691
,,,,,,,83651.796875,,1.9905683994293213,4.5210123062133786e-06,0.0004037293791770935,0.00010373085737228394,-6.726384162902832e-08,-1.8081367015838623e-07,-2.1151810884475706e-06,0.35751953125,8.99938423017943e-06,0.0008036509441111405,0.00020648336673097847
,,,,,,,83680.953125,,2.0676980018615723,7.033944129943848e-06,0.00036108970642089843,3.947615623474121e-05,-5.2624940872192384e-08,-2.4558305740356443e-07,-2.125275135040283e-06,-0.08044921875,1.454407222269083e-05,0.0007466244644592734,8.162476936774965e-05
,,,,,,,83619.6171875,,2.1350042819976807,1.2552738189697265e-05,0.00032426416873931885,-1.1913180351257324e-05,-4.235506057739258e-08,-1.2267231941223145e-07,-2.0535528659820556e-06,-0.2590625,2.6800149785799477e-05,0.0006923053887568642,-2.5434691062145023e-05
,,,,,,,83577.328125,,2.1974036693573,1.2537837028503418e-05,0.0003105992078781128,-6.384432315826417e-05,-2.9855966567993165e-08,-1.39772891998291e-08,-2.0509183406829836e-06,-0.04474609375,2.7550689092237233e-05,0.0006825118390908358,-0.0001402917499756029
,,,,,,,83601.71875,,2.259243965148926,1.1490583419799805e-05,0.0003050905466079712,-0.0001277899742126465,-1.4328956604003906e-08,-4.110932350158691e-08,-2.23541259765625e-06,0.2019140625,2.5960031247223015e-05,0.000689273976248046,-0.00028870872804645845
,,,,,,,83658.09375,,2.3194398880004883,1.8759965896606446e-05,0.0002792179584503174,-0.00020167350769042969,-7.05718994140625e-09,-2.1761655807495116e-07,-2.4683952331542967e-06,0.27669921875,4.351261319811783e-05,0.0006476292702757291,-0.00046776957809015586
,,,,,,,83712.3984375,,2.3709311485290527,4.253983497619629e-06,0.00024162113666534424,-0.0002732282876968384,-7.688999176025391e-10,-1.5835165977478026e-07,-2.562969923019409e-06,0.15359375,1.0085901979834944e-05,0.0005728670790628598,-0.0006478054579596915
,,,,,,,83719.53125,,2.416088342666626,-3.3736228942871095e-07,0.00023257791996002199,-0.0003184330463409424,-5.841255187988281e-10,6.791949272155761e-08,-2.3833513259887694e-06,0.046328125,-8.150970947440329e-07,0.0005619288011770607,-0.0007693623711841724
,,,,,,,83730.9296875,,2.4639623165130615,-8.699893951416016e-06,0.0002607959508895874,-0.0003687411546707153,-1.8358230590820313e-09,2.1426081657409668e-07,-2.5409162044525147e-06,0.01478515625,-2.143621085394898e-05,0.0006425913952911344,-0.0009085643096561569
,,,,,,,83725.4453125,,2.520406723022461,-9.992718696594239e-06,0.000289420485496521,-0.00040052592754364014,-2.980232238769531e-11,7.198452949523926e-08,-2.8670847415924073e-06,-0.0264453125,-2.518571538416836e-05,0.0007294573374258562,-0.0010094882405257976
,,,,,,,83720.3515625,,2.57973051071167,1.4346837997436524e-06,0.0002793443202972412,-0.0004433619976043701,5.608797073364258e-09,-1.7274618148803712e-07,-3.2410621643066405e-06,-0.00060546875,3.7010975714224515e-06,0.0007206330660648063,-0.0011437544725100678
,,,,,,,83725.203125,,2.6321444511413574,2.0014047622680662e-05,0.00022678077220916748,-0.0004816007614135742,7.903575897216797e-09,-3.528892993927002e-07,-3.5045862197875975e-06,0.0287109375,5.267986439491778e-05,0.0005969197511959123,-0.0012676427718201922
,,,,,,,83731.8359375,,2.670442819595337,3.100514411926269e-05,0.00016199707984924317,-0.0005048930644989014,-6.318092346191406e-10,-2.94947624206543e-07,-3.5124421119689943e-06,0.01291015625,8.279746448380365e-05,0.0004326039386788239,-0.0013482880587545765
,,,,,,,83730.3671875,,2.6969432830810547,3.091752529144287e-05,0.00013493239879608154,-0.0005219578742980957,3.516674041748047e-10,2.4300813674926758e-08,-3.321552276611328e-06,-0.00853515625,8.338281216424548e-05,0.0003639050266031063,-0.0014076907831395147
,,,,,,,83744.7421875,,0.7750813961029053,-7.485106587409973e-05,0.00020022109150886537,0.0007385925948619843,-3.088861703872681e-08,1.532033085823059e-07,-8.254244923591614e-07,0.00177734375,-5.801566863748775e-05,0.00015518764313593892,0.0005724693795768943
,,,,,,,83745.203125,,0.8181896805763245,-8.756354451179504e-05,0.0002820850908756256,0.0006490583717823029,1.51708722114563e-08,6.654366850852966e-07,-5.134090781211854e-07,0.0041796875,-7.164358851423636e-05,0.0002307991103988716,0.0005310528618839516
,,,,,,,83746.4140625,,0.8879154324531555,-6.654158234596252e-05,0.00033813565969467165,0.0005893534421920776,6.738454103469849e-08,-1.0493099689483643e-07,-1.1606842279434204e-06,-0.0253125,-5.908329786483257e-05,0.0003002358705056274,0.0005232960164917343
,,,,,,,83735.078125,,0.9534439444541931,-4.69835102558136e-05,0.0003115503489971161,0.0005451858043670655,1.5356391668319703e-07,-1.60922110080719e-07,-1.5668302774429322e-06,-0.11287109375,-4.479614334260696e-05,0.00029704579364389085,0.0005198041037761669
,,,,,,,83701.265625,,1.012535572052002,-5.438894033432007e-05,0.00028587445616722106,0.0005471354722976684,1.4018714427947998e-07,-9.58368182182312e-08,-1.4670073986053467e-06,-0.29181640625,-5.5070736814712975e-05,0.00028945805601033215,0.000553994128432862
,,,,,,,83618.3515625,,1.0677937269210815,-4.350841045379639e-05,0.00026671171188354494,0.0005253489315509796,1.405656337738037e-07,-9.579062461853027e-08,-1.6140475869178773e-06,-0.5546875,-4.645800775087139e-05,0.00028479309284563215,0.0005609642935548287
,,,,,,,83479.390625,,1.11922025680542,-2.9046833515167236e-05,0.00028165221214294434,0.00048594117164611815,2.713412046432495e-07,2.451956272125244e-07,-1.9424498081207277e-06,-0.41736328125,-3.250980446622975e-05,0.00031523086120444077,0.000543875202922095
,,,,,,,83451.40625,,1.1804546117782593,-4.817128181457519e-05,0.0003382858633995056,0.00044588118791580203,1.538872718811035e-07,3.211408853530884e-07,-1.8935292959213256e-06,0.0479296875,-5.686401177328548e-05,0.0003993311075493366,0.0005263425045803771
,,,,,,,83498.5625,,1.2545346021652222,-7.493823766708375e-05,0.00041626036167144773,0.0003731009364128113,2.172887325286865e-08,4.58604097366333e-07,-1.89533531665802e-06,0.4898046875,-9.401261217863777e-05,0.0005222130272266412,0.0004680680348301181
,,,,,,,83647.328125,,1.3469587564468384,-5.904138088226318e-05,0.0004500478506088257,0.00024949461221694945,5.1975250244140625e-09,-1.2072920799255372e-07,-2.0217686891555784e-06,-0.00953125,-7.952630497207735e-05,0.0006061958931976363,0.0003360589526119284
,,,,,,,83494.75,,1.4345537424087524,-5.71104884147644e-05,0.0004257652163505554,0.0002082762122154236,-5.9515237808227536e-09,-1.2209713459014892e-07,-2.365139126777649e-06,-0.676171875,-8.192806488619198e-05,0.0006107830845031615,0.0002987834196883554
,,,,,,,83376.859375,,1.5172648429870605,-5.244761705398559e-05,0.0004433244466781616,0.0002132350206375122,7.50124454498291e-09,2.976894378662109e-07,-1.8868744373321534e-06,-0.45525390625,-7.957692545446093e-05,0.0006726405969814664,0.00032353400010691756
,,,,,,,83312.6484375,,1.611883521080017,-5.4950416088104246e-05,0.000505477786064148,0.00022515028715133667,-7.829070091247558e-09,3.2384395599365236e-07,-1.6680628061294556e-06,-0.11900390625,-8.857367016890548e-05,0.0008147713136288104,0.0003629160376256735
,,,,,,,83329.2578125,,1.7194559574127197,-4.0623843669891354e-05,0.0005109167098999024,0.00021915197372436525,-8.555352687835693e-08,-2.694547176361084e-07,-1.945513486862183e-06,0.38595703125,-6.98509100111977e-05,0.0008784987805790934,0.00037682216679911566
,,,,,,,83467.03125,,1.816250205039978,-3.1508803367614746e-05,0.0004633721709251404,0.00018988490104675292,-1.831948757171631e-07,-2.0599067211151124e-07,-1.6867339611053467e-06,0.4681640625,-5.7227870576994635e-05,0.000841599800452606,0.00034487849046016094
,,,,,,,83516.5234375,,1.9048048257827759,-3.2995045185089115e-05,0.00043469280004501345,0.00016145229339599608,-2.598792314529419e-07,-8.08030366897583e-08,-2.2630393505096436e-06,0.48052734375,-6.284912129547848e-05,0.0008280049432587689,0.00030753510759438994
,,,,,,,83659.2421875,,1.9901273250579834,-3.900408744812012e-05,0.0004081186652183533,9.297579526901245e-05,-3.6798715591430664e-07,-1.8493831157684326e-07,-2.1821051836013795e-06,0.41673828125,-7.762310021945495e-05,0.000812208107517236,0.00018503367073385846
,,,,,,,83683.21875,,2.068052291870117,-3.1074881553649904e-05,0.0003663510084152222,3.2650232315063475e-05,-3.284633159637451e-07,-2.3273825645446778e-07,-2.1134614944458007e-06,-0.17970703125,-6.426448001661811e-05,0.0007576330425820288,6.752238776925878e-05
,,,,,,,83587.359375,,2.1366677284240723,-2.5701522827148437e-05,0.0003281545639038086,-1.0974407196044922e-05,-3.4018754959106444e-07,-1.4922618865966797e-07,-2.0250320434570314e-06,-0.40650390625,-5.491561439612269e-05,0.0007011572666283428,-2.3448661694374094e-05
,,,,,,,83520.6171875,,2.1993141174316406,-2.330005168914795e-05,0.0003114694356918335,-5.9235692024230954e-05,-3.285229206085205e-07,-1.762509346008301e-08,-1.997643709182739e-06,-0.096171875,-5.124413261683003e-05,0.0006850191270655159,-0.00013027789372472396
,,,,,,,83548.890625,,2.2612555027008057,-2.24226713180542e-05,0.00030934154987335207,-0.00012629687786102294,-3.2480359077453613e-07,-3.6537647247314453e-09,-2.150911092758179e-06,0.25962890625,-5.0703388903201586e-05,0.0006995002818651131,-0.00028558951003716966
,,,,,,,83624.46875,,2.3230507373809814,-2.549111843109131e-05,0.00027627766132354737,-0.00020604491233825684,-4.354536533355713e-07,-3.2698512077331543e-07,-2.465367317199707e-06,0.38830078125,-5.921716146801259e-05,0.0006418070248595598,-0.0004786527855409872
,,,,,,,83704.2109375,,2.3717665672302246,-2.950727939605713e-05,0.00023239612579345703,-0.0002881848812103271,-3.3684372901916504e-07,-1.118302345275879e-07,-2.5874018669128417e-06,0.21970703125,-6.998437876148955e-05,0.000551189361510751,-0.0006835072664358676
,,,,,,,83712.3515625,,2.4160091876983643,-3.4020543098449706e-05,0.00022604763507843016,-0.0003353571891784668,-3.3624768257141114e-07,4.834532737731934e-08,-2.4188637733459473e-06,0.0605859375,-8.219394469634267e-05,0.0005461331632069744,-0.0008102260502158741
,,,,,,,83728.4453125,,2.4621856212615967,-3.955245018005371e-05,0.0002559959888458252,-0.0003856801986694336,-3.0668973922729495e-07,2.5113821029663086e-07,-2.5708794593811034e-06,0.01267578125,-9.73854741189939e-05,0.0006303096428368349,-0.0009496162395691955
,,,,,,,83717.421875,,2.5184075832366943,-3.682315349578857e-05,0.00029486000537872316,-0.00041445672512054445,-2.6827454566955564e-07,1.3750195503234864e-07,-2.878063917160034e-06,-0.0496484375,-9.273570900248273e-05,0.0007425776735389889,-0.0010437709594670252
,,,,,,,83708.5859375,,2.580129623413086,-2.2942423820495607e-05,0.0002947443723678589,-0.00045938074588775635,-2.4937987327575686e-07,-1.386582851409912e-07,-3.3116638660430907e-06,-0.00236328125,-5.919442733215874e-05,0.0007604786864806101,-0.0011852618708905994
,,,,,,,83716.4765625,,2.636305332183838,-1.4787912368774413e-06,0.00024125397205352784,-0.0004987627267837525,-2.2283196449279786e-07,-3.9624571800231933e-07,-3.6535799503326417e-06,0.04455078125,-3.898545222966731e-06,0.0006360191329352461,-0.0013148908361145573
,,,,,,,83726.40625,,2.676631212234497,1.5978813171386718e-05,0.00016707122325897215,-0.0005219817161560058,-1.4963150024414064e-07,-3.455817699432373e-07,-3.680682182312012e-06,0.021015625,4.2769390068997376e-05,0.00044718805084116293,-0.0013971525536788931
,,,,,,,83724.8828125,,2.7031338214874268,2.3979544639587402e-05,0.0001362431049346924,-0.0005384212732315063,-6.973147392272949e-08,3.7300586700439454e-08,-3.462153673171997e-06,-0.0076171875,6.481991813913623e-05,0.0003682833448934275,-0.0014554247538804076
,,,,,,,83745.7578125,,0.7594934105873108,-5.449458956718445e-05,0.0002054104208946228,0.0007071682810783387,2.3445338010787964e-07,2.0244717597961426e-08,-8.129745721817017e-07,0.00181640625,-4.1388281688936605e-05,0.00015600786113543209,0.0005370896496553534
,,,,,,,83746.15625,,0.8009803891181946,-5.733370780944824e-05,0.00029115349054336547,0.0005971157550811768,2.871274948120117e-07,8.371859788894653e-07,-2.495557069778442e-07,0.0051953125,-4.592317559080072e-05,0.00023320823614854545,0.00047827800985352555
,,,,,,,83747.8359375,,0.875954806804657,-5.176931619644165e-05,0.0003653453290462494,0.0005507668852806091,8.033812046051025e-08,-9.526759386062622e-08,-1.0062456130981446e-06,-0.0307421875,-4.534758136726324e-05,0.0003200259971216912,0.0004824469005903786
,,,,,,,83733.859375,,0.9471185207366943,-3.0193626880645752e-05,0.00032126680016517637,0.0005090005695819854,1.4334917068481445e-08,-3.4551769495010377e-07,-1.5989795327186585e-06,-0.3108984375,-2.8596943226872894e-05,0.000304277736534253,0.0004820838665166249
,,,,,,,83623.4765625,,1.0044615268707275,-3.21061909198761e-05,0.00028696209192276,0.0005189897119998932,8.264034986495971e-08,2.4706125259399414e-09,-1.3744667172431946e-06,-0.51087890625,-3.224943355338184e-05,0.0002882423810067536,0.0005213051985456118
,,,,,,,83529.5078125,,1.0619033575057983,-2.7134716510772705e-05,0.0002859404683113098,0.0005090992152690887,2.3171305656433105e-08,-1.2686848640441895e-08,-1.437203586101532e-06,-0.45416015625,-2.8814446567757557e-05,0.0003036411433465602,0.0005406141659978125
,,,,,,,83441.8125,,1.1188377141952515,-5.078911781311035e-06,0.0002799868583679199,0.0004714871942996979,-3.16619873046875e-08,-4.684925079345703e-08,-1.9172802567481997e-06,-0.36021484375,-5.682478048001371e-06,0.0003132598566210731,0.0005275176547426064
,,,,,,,83385.421875,,1.1738981008529663,-2.7974843978881834e-05,0.00030285954475402834,0.00042755573987960814,4.807710647583008e-08,2.75576114654541e-07,-1.816675066947937e-06,-0.18908203125,-3.283961621846742e-05,0.0003555262444119478,0.0005019068710534569
,,,,,,,83366.1796875,,1.2399815320968628,-7.389694452285767e-05,0.00040339082479476927,0.0003655874729156494,-1.131594181060791e-08,7.297366857528687e-07,-1.7046630382537841e-06,0.05974609375,-9.163084648672993e-05,0.0005001971729628351,0.0004533217147813673
,,,,,,,83409.3203125,,1.335254430770874,-5.9615075588226316e-05,0.0004575777053833008,0.000259324312210083,-1.093447208404541e-08,-1.878678798675537e-07,-1.970285177230835e-06,-0.1246875,-7.960129381991976e-05,0.000610982658535022,0.0003462639368851228
,,,,,,,83316.3046875,,1.423012614250183,-5.7359039783477786e-05,0.00042917728424072263,0.00021458566188812256,3.466010093688965e-09,-9.613633155822754e-08,-2.2396862506866454e-06,-0.4355078125,-8.162263715316698e-05,0.0006107246892241847,0.00030535810370402316
,,,,,,,83235.1171875,,1.506925344467163,-5.193144083023071e-05,0.00044431060552597046,0.00020686596632003785,-2.339482307434082e-09,2.4746954441070554e-07,-1.8833905458450318e-06,-0.2484375,-7.825680436177152e-05,0.0006695429122826369,0.0003117315675553556
,,,,,,,83216.9296875,,1.6007368564605713,-5.5677592754364014e-05,0.0005067369341850281,0.00020862847566604614,5.573034286499024e-10,3.767937421798706e-07,-1.6129821538925171e-06,0.1296484375,-8.912517480091254e-05,0.0008111524870798093,0.0003339592903058275
,,,,,,,83286.9765625,,1.7096201181411743,-4.86224889755249e-05,0.0005138692259788513,0.00019698262214660646,5.567073822021484e-09,-3.054708242416382e-07,-1.8926799297332765e-06,0.51982421875,-8.312598534665483e-05,0.0008785211668270776,0.00033676545374603965
