v,vx,vy,vz,v2x,v2y,v2z,p,py,w,wx,wy,wz,w2x,w2y,w2z,pz,wwx,wwy,wwz
,,,,,,,83472.859375,,0.8073789477348328,0.00010376766324043273,0.00010002881288528442,0.00036385923624038697,-2.0660609006881714e-07,9.340643882751464e-08,-5.8919191360473636e-08,7.81365234375,8.377982675596306e-05,8.076115769048542e-05,0.0002937722872793636
,,,,,,,83425.234375,,0.8292528390884399,0.00010711461305618286,9.079292416572571e-05,0.0003879205882549286,-1.7761290073394775e-07,-1.857653260231018e-07,-3.543347120285034e-08,7.748125,8.882509698469931e-05,7.529029013356948e-05,0.0003216842491512573
,,,,,,,83438.6796875,,0.843696117401123,0.00011010706424713135,1.728713512420654e-05,0.0003659076988697052,-1.578599214553833e-07,-5.492925643920899e-07,1.1292248964309692e-07,7.7615625,9.289690260374073e-05,1.458508878528164e-05,0.0003087149048635496
,,,,,,,83530.546875,,0.8361676931381226,9.945526719093323e-05,-9.505540132522584e-05,0.000326971709728241,-1.5937834978103638e-07,-5.741328001022339e-07,-2.384781837463379e-07,7.90078125,8.316128133747824e-05,-7.948225564643253e-05,0.0002734031802448911
,,,,,,,83537.9453125,,0.8056739568710327,9.210094809532165e-05,-0.00014440089464187622,0.00030778348445892334,-1.471385359764099e-07,8.067786693572998e-08,1.3770461082458495e-07,7.91087890625,7.42033352835314e-05,-0.00011634004016183752,0.00024797313778357477
,,,,,,,83651.796875,,0.7784073352813721,8.403018116950989e-05,-0.00015007972717285157,0.0003126545250415802,-1.3927966356277465e-07,-1.3746619224548339e-07,-3.6201924085617064e-07,8.0724609375,6.540970940736912e-05,-0.00011682316050837471,0.00024337257570127945
,,,,,,,83680.953125,,0.7456420660018921,7.124662399291992e-05,-0.0001388940215110779,0.0002514970302581787,-1.0573863983154297e-07,2.493232488632202e-07,-1.2213587760925294e-07,8.12029296875,5.312447990974078e-05,-0.00010356522515483136,0.00018752676523504876
,,,,,,,83619.6171875,,0.7228497266769409,6.670266389846802e-05,-0.00011216104030609131,0.0002076151967048645,-7.294118404388427e-08,1.8006563186645507e-08,-2.472132444381714e-07,8.0328125,4.821600236763146e-05,-8.107557732905946e-05,0.00015007458819209061
,,,,,,,83577.328125,,0.7007776498794556,6.937816739082337e-05,-0.00012224122881889342,0.00018223211169242858,-4.661530256271362e-08,-1.1880844831466674e-07,-2.2056251764297486e-07,7.97296875,4.861866909708468e-05,-8.566392105008091e-05,0.00012770419096439056
,,,,,,,83601.71875,,0.6739532351493835,6.54388964176178e-05,-0.00013493627309799194,0.0001615270972251892,-2.8808414936065674e-08,-8.14199447631836e-09,-7.398426532745361e-08,8.00619140625,4.410275594525892e-05,-9.09407377933924e-05,0.00010886170973920527
,,,,,,,83658.09375,,0.6468031406402588,4.5847147703170776e-05,-0.00015074864029884338,0.0001425628364086151,-1.2691318988800049e-08,-1.4998167753219603e-07,-3.7376731634140017e-07,8.086875,2.9654079123808685e-05,-9.750469399254058e-05,9.221009032767568e-05
,,,,,,,83712.3984375,,0.6136537790298462,3.0512064695358278e-05,-0.00011831477284431458,9.708642959594726e-05,-4.686415195465088e-09,4.743203520774841e-07,6.902813911437988e-08,8.16841796875,1.872384380630976e-05,-7.260430747097147e-05,5.957745441406814e-05
,,,,,,,83719.53125,,0.599477231502533,1.8165260553359985e-05,-7.099539041519165e-05,7.229432463645935e-05,-4.740059375762939e-09,-1.1265277862548828e-09,-4.120960831642151e-07,8.17943359375,1.0889660106050413e-05,-4.2560120095540553e-05,4.333880158641002e-05
,,,,,,,83730.9296875,,0.5852556228637695,3.159686923027038e-05,-7.360026240348815e-05,6.692185997962952e-05,2.650916576385498e-09,-2.4922192096710207e-08,-3.995448350906372e-08,8.19701171875,1.8492245381906968e-05,-4.307496741589034e-05,3.9166394845580044e-05
,,,,,,,83725.4453125,,0.5700371265411377,3.849849104881287e-05,-0.00010827749967575073,7.653385400772095e-05,7.495284080505371e-10,-3.2185018062591553e-07,-2.2499263286590576e-07,8.191171875,2.1945569213634998e-05,-6.172219478422392e-05,4.362713822168019e-05
,,,,,,,83720.3515625,,0.5419446229934692,4.5069009065628055e-05,-0.00013548746705055237,6.618589162826538e-05,3.4734606742858887e-09,4.9750506877899167e-08,-1.862257719039917e-07,8.1859375,2.4424907126761045e-05,-7.342670425105169e-05,3.586908808596689e-05
,,,,,,,83725.203125,,0.5158421397209167,4.068523645401001e-05,-9.560331702232361e-05,2.1634697914123537e-05,-7.915496826171875e-09,3.490909934043884e-07,-1.0044574737548828e-07,8.19455078125,2.098715942748797e-05,-4.931621961721255e-05,1.1160088864237139e-05
,,,,,,,83731.8359375,,0.5037032961845398,2.8587207198143004e-05,-3.4566223621368405e-05,-3.5881474614143374e-05,-1.5012919902801515e-09,2.6127994060516355e-07,-6.90259039402008e-08,8.20583984375,1.4399470494415033e-05,-1.7411120774735166e-05,-1.8073617035105906e-05
,,,,,,,83730.3671875,,0.5020156502723694,2.972424030303955e-05,-1.743018627166748e-05,-6.643682718276978e-05,5.671381950378418e-09,-8.991956710815429e-08,-1.2296438217163087e-08,8.20587890625,1.492203382458257e-05,-8.750226295539676e-06,-3.3352327000191195e-05
,,,,,,,83744.7421875,,0.37680160999298096,0.00014573067426681518,0.0001157476007938385,0.00011933274567127228,5.320310592651367e-08,2.1353214979171753e-07,-3.674827516078949e-07,8.20310546875,5.491155268909864e-05,4.361388233194318e-05,4.4964770693818326e-05
,,,,,,,83745.203125,,0.404221773147583,0.00010444514453411102,0.00019255258142948152,0.00019440144300460815,-3.453120589256286e-08,5.545176565647126e-07,-4.5837461948394774e-07,8.20333984375,4.221900152023394e-05,7.783394588956939e-05,7.85812959937715e-05
,,,,,,,83746.4140625,,0.45382264256477356,0.00010903291404247284,0.00025701045989990235,0.0002171950787305832,-6.6269189119339e-08,9.006112813949585e-08,-2.22034752368927e-08,8.204296875,4.948160517729283e-05,0.00011663716607856145,9.85680445815773e-05
,,,,,,,83735.078125,,0.507025957107544,9.482823312282562e-05,0.00029344625771045687,0.00023214608430862426,-5.8390945196151736e-08,2.742968499660492e-07,2.0752549171447754e-07,8.186171875,4.808037565991796e-05,0.0001487848696752714,0.0001177040905853488
,,,,,,,83701.265625,,0.5712011456489563,7.901594042778015e-05,0.00030236318707466125,0.00022734954953193665,-1.8239766359329225e-07,-1.8512755632400513e-07,-6.677955389022827e-08,8.1361328125,4.513399569687771e-05,0.0001727101988591162,0.00012986232315541634
,,,,,,,83618.3515625,,0.6279712319374084,7.454246282577515e-05,0.0002674908936023712,0.00022212371230125426,-2.9069185256958006e-07,-1.6359537839889526e-07,-1.6671866178512573e-07,8.01078125,4.681052221235049e-05,0.0001679765859875193,0.00013948730125632912
,,,,,,,83479.390625,,0.6781975030899048,5.632579326629639e-05,0.0002529384195804596,0.00021793022751808165,-3.857851028442383e-07,1.807063817977905e-08,-1.219615340232849e-07,7.81455078125,3.820001235276038e-05,0.00017154220459497438,0.00014779973615057783
,,,,,,,83451.40625,,0.7291465997695923,4.7528892755508425e-05,0.00024014636874198915,0.0002640751004219055,-4.818007349967957e-07,-1.4599114656448364e-07,-1.1594593524932861e-07,7.7791015625,3.4655530543492574e-05,0.00017510190821523608,0.00019254946155644603
,,,,,,,83498.5625,,0.7742560505867004,3.943800926208496e-05,0.00020154252648353578,0.00032612279057502746,-5.445331335067749e-07,-2.4004727602005006e-07,-2.298012375831604e-07,7.83853515625,3.0535117294263615e-05,0.00015604552058040788,0.00025250254383693435
,,,,,,,83647.328125,,0.8097636103630066,2.246975898742676e-05,8.172601461410522e-05,0.0004053434729576111,-7.583409547805786e-07,-9.581178426742553e-07,-5.254179239273071e-07,8.04263671875,1.8195193161645307e-05,6.617875265449769e-05,0.0003282323940992349
,,,,,,,83494.75,,0.8069464564323425,2.3054927587509156e-05,3.5591870546340945e-05,0.000328700989484787,-6.547078490257263e-07,4.967764019966125e-07,6.762892007827759e-08,7.82431640625,1.860409212004477e-05,2.872073381516849e-05,0.00026524409869055354
,,,,,,,83376.859375,,0.824000358581543,1.611173152923584e-05,0.00010044261813163758,0.00036884456872940066,-6.699532270431519e-07,1.5173107385635375e-07,-4.1335821151733395e-09,7.66515625,1.3276072557459884e-05,8.276475335733835e-05,0.0003039280568938807
,,,,,,,83312.6484375,,0.8471235036849976,2.1688640117645264e-05,9.63999330997467e-05,0.0004050299525260925,-6.766468286514282e-07,-1.9215792417526245e-07,-3.808736801147461e-08,7.58279296875,1.8372956806622653e-05,8.16626490824568e-05,0.0003431103924812717
,,,,,,,83329.2578125,,0.8625603318214417,2.6349127292633057e-05,1.4369189739227294e-05,0.00038509875535964967,-6.797194480895996e-07,-6.281495094299317e-07,1.4165043830871582e-07,7.60248046875,2.2727711980738974e-05,1.239429306947315e-05,0.0003321709102070436
,,,,,,,83467.03125,,0.8528711795806885,6.382912397384644e-06,-0.00010352239012718201,0.00034235790371894836,-7.713451981544494e-07,-5.507662892341614e-07,-2.1568387746810912e-07,7.8048046875,5.443802025517642e-06,-8.829126298078194e-05,0.00029198718918355127
,,,,,,,83516.5234375,,0.8211513757705688,-1.5394389629364014e-06,-0.0001511085033416748,0.000316711813211441,-7.892653346061707e-07,7.49051570892334e-08,1.3573914766311644e-07,7.873515625,-1.2641124223300437e-06,-0.00012408295540964785,0.0002600683411413662
,,,,,,,83659.2421875,,0.7924277782440186,-1.027032732963562e-05,-0.0001584368944168091,0.0003238631784915924,-8.037254214286804e-07,-1.4818906784057618e-07,-3.5019367933273317e-07,8.06376953125,-8.138492667661979e-06,-0.00012554979623459418,0.0002566381789871386
,,,,,,,83683.21875,,0.7577766180038452,-9.243786334991456e-06,-0.0001442408561706543,0.0002641293406486511,-6.991654634475708e-07,2.90149450302124e-07,-1.0740458965301513e-07,8.1046484375,-7.004725146479984e-06,-0.00010930234816697749,0.00020015103847232038
,,,,,,,83587.359375,,0.7347314357757568,-1.2309849262237549e-06,-0.00011013910174369813,0.00021801725029945373,-6.063953042030334e-07,5.0868093967437743e-08,-2.2545009851455688e-07,7.97701171875,-9.044433222626935e-07,-8.092266035919949e-05,0.0001601841273364002
,,,,,,,83520.6171875,,0.713720977306366,8.449256420135498e-06,-0.00012066647410392761,0.00019113168120384215,-5.62673807144165e-07,-1.5614181756973267e-07,-2.2086650133132936e-07,7.88828125,6.030411549691194e-06,-8.612219382556851e-05,0.000136414690303015
,,,,,,,83548.890625,,0.6864648461341858,8.966922760009765e-06,-0.00014500558376312256,0.00016798347234725953,-5.359113216400146e-07,-8.72492790222168e-08,-8.423328399658203e-08,7.92697265625,6.155477252747232e-06,-9.954123574654971e-05,0.00011531474849794776
,,,,,,,83624.46875,,0.6557187438011169,-4.010051488876343e-06,-0.00016700595617294311,0.00014281153678894043,-4.858806729316712e-07,-1.3275444507598878e-07,-3.484100103378296e-07,8.03484375,-2.6294659248637945e-06,-0.00010950893578902665,9.364420150355101e-05
,,,,,,,83704.2109375,,0.6196624636650085,-1.3229846954345704e-05,-0.0001317581534385681,9.94659960269928e-05,-4.327327013015747e-07,4.852324724197388e-07,2.7336180210113526e-08,8.15658203125,-8.198039557640868e-06,-8.164558196769533e-05,6.163534414898031e-05
,,,,,,,83712.3515625,,0.6030154824256897,-2.2606551647186278e-05,-7.008612155914306e-05,6.453543901443481e-05,-4.029780626296997e-07,1.3148784637451172e-07,-3.8596391677856443e-07,8.16986328125,-1.3632100647509303e-05,-4.226301640333218e-05,3.891586889084308e-05
,,,,,,,83728.4453125,,0.5916280150413513,-8.544623851776122e-06,-6.315916776657104e-05,6.228208541870118e-05,-4.0406584739685057e-07,-6.22183084487915e-08,-1.2385547161102295e-07,8.1946484375,-5.055238848701293e-06,-3.736673305740012e-05,3.684782656890207e-05
,,,,,,,83717.421875,,0.5777518153190613,1.0138154029846192e-05,-0.00010150030255317688,7.788434624671935e-05,-2.843528985977173e-07,-3.2119303941726684e-07,-1.850888133049011e-07,8.18158203125,5.8573368947278935e-06,-5.864198405553189e-05,4.4997822428980424e-05
,,,,,,,83708.5859375,,0.5510278940200806,2.18808650970459e-05,-0.00013482734560966493,7.270202040672302e-05,-2.3535490036010742e-07,-1.2077391147613525e-08,-2.1362453699111939e-07,8.17150390625,1.2056967013762688e-05,-7.429362830761122e-05,4.0060841195721504e-05
,,,,,,,83716.4765625,,0.5238208770751953,1.9207149744033814e-05,-0.00010409295558929444,3.0190944671630858e-05,-2.068653702735901e-07,3.1942129135131836e-07,-1.5357732772827148e-07,8.1846875,1.0061106025034405e-05,-5.4526063294133565e-05,1.581464711762237e-05
,,,,,,,83726.40625,,0.5093907117843628,9.909272193908691e-06,-3.9367377758026124e-05,-3.0396431684494017e-05,-1.8527805805206298e-07,3.278344869613647e-07,-4.3936073780059816e-08,8.20091796875,5.047691216120143e-06,-2.005337657724482e-05,-1.5483659971469165e-05
,,,,,,,83724.8828125,,0.5080739259719849,9.77441668510437e-06,-1.0292977094650269e-05,-6.769679486751557e-05,-2.0516961812973024e-07,-3.70904803276062e-08,-2.362579107284546e-09,8.20087890625,4.966126259287052e-06,-5.229593282418676e-06,-3.439497634405875e-05
,,,,,,,83745.7578125,,0.40701180696487427,0.00013463236391544341,7.573604583740235e-05,0.00013146691024303435,-1.6418620944023132e-07,1.1305809020996094e-07,-3.892756998538971e-07,8.203984375,5.479696171317716e-05,3.082546486865567e-05,5.350858469410635e-05
,,,,,,,83746.15625,,0.42442017793655396,8.891135454177856e-05,0.0001682300865650177,0.0002248731255531311,-1.2080669403076173e-07,8.118823170661926e-07,-5.523920059204101e-07,8.2042578125,3.7735772915201694e-05,7.140024327420669e-05,9.544069196040894e-05
,,,,,,,83747.8359375,,0.47430384159088135,8.669935166835785e-05,0.0002510090172290802,0.00024102538824081422,-1.570664346218109e-07,1.590698957443237e-08,-1.062840223312378e-07,8.206328125,4.112183555974092e-05,0.00011905454114570446,0.00011431926756355183
,,,,,,,83733.859375,,0.524823784828186,8.115679025650025e-05,0.00027263134717941284,0.0002538079023361206,-7.832348346710205e-08,2.0031630992889404e-07,2.3835599422454833e-07,8.18060546875,4.2593013826923713e-05,0.00014308341548950664,0.0001332044239233454
,,,,,,,83623.4765625,,0.5833563804626465,5.422815680503845e-05,0.0002806052565574646,0.00024417147040367126,-6.548017263412476e-08,-1.2057721614837645e-07,-3.721863031387329e-08,8.02123046875,3.163434127294806e-05,0.00016369286680415482,0.00014243898518692788
,,,,,,,83529.5078125,,0.6370658874511719,4.073366522789002e-05,0.00024597644805908204,0.00023349881172180176,-4.739612340927124e-08,-2.2571086883544922e-07,-1.6263723373413087e-07,7.8865625,2.5950028587544696e-05,0.00015670320417484617,0.00014875412770834373
,,,,,,,83441.8125,,0.6817469596862793,1.755565404891968e-05,0.00022987619042396545,0.00022164434194564818,-1.9162893295288085e-09,6.470829248428345e-08,-4.8354268074035646e-08,7.76439453125,1.1968513773155111e-05,0.00015671739392580263,0.0001511053562531117
,,,,,,,83385.421875,,0.7290163636207581,-1.0938942432403564e-06,0.0002237650752067566,0.00026410311460494995,-4.427134990692138e-09,-1.2581944465637207e-07,-9.954571723937988e-08,7.68556640625,-7.974668033927656e-07,0.00016312840143255515,0.00019253549223021693
,,,,,,,83366.1796875,,0.7712529897689819,-1.0971724987030029e-05,0.0001751859486103058,0.0003248433768749237,4.0435791015625e-08,-3.59971821308136e-07,-2.2792667150497436e-07,7.656875,-8.461975699169954e-06,0.00013511268663121356,0.00025053642562143706
,,,,,,,83409.3203125,,0.7990907430648804,-4.992112517356873e-05,6.802573800086975e-05,0.00039459675550460813,3.443211317062378e-08,-7.116302847862244e-07,-4.315674304962158e-07,7.70826171875,-3.989150900958194e-05,5.435873752665188e-05,0.00031531861456716824
,,,,,,,83316.3046875,,0.7984632849693298,-4.1970014572143554e-05,3.683224320411682e-05,0.0003274257481098175,4.458427429199219e-09,3.9969533681869507e-07,-2.1828711032867433e-08,7.57986328125,-3.3511515705484384e-05,2.940919390154839e-05,0.0002614374384193052
,,,,,,,83235.1171875,,0.8138236403465271,-5.0793290138244626e-05,9.866252541542053e-05,0.00035800933837890623,9.03010368347168e-10,2.1860748529434205e-07,6.42240047454834e-09,7.470703125,-4.13367802854836e-05,8.02938955993593e-05,0.0002913564630375731
,,,,,,,83216.9296875,,0.837928295135498,-4.552006721496582e-05,0.00010103031992912292,0.0004063120484352112,4.559755325317383e-09,-1.9492954015731812e-07,-4.385709762573242e-08,7.447890625,-3.814255231588959e-05,8.46561637352039e-05,0.0003404603620383284
,,,,,,,83286.9765625,,0.8542357683181763,-3.942802548408508e-05,1.981407403945923e-06,0.0003904640674591064,2.1947920322418214e-08,-7.955595850944519e-07,1.110076904296875e-07,7.5433984375,-3.368082964266605e-05,1.6925890760610684e-06,0.00033354837266657
